Timestamps,Epoch,Thput (img/s),Epoch Loss,Bsize
1733340502.360562,1,8721.210188346604,3.960056781768799,512
1733340507.719492,2,11816.896791142106,3.4548275470733643,512
1733340512.6320844,3,12133.458134387778,3.153148889541626,512
1733340517.6067777,4,11969.414398464372,2.8675293922424316,512
1733340522.5511308,5,12036.774185475944,2.803067684173584,512
1733340527.419152,6,12262.824803890888,2.483278751373291,512
1733340532.3247995,7,12125.641450244184,2.514653444290161,512
1733340537.2452006,8,12090.019089546304,2.2039103507995605,512
1733340542.1557066,9,12111.487372278405,1.9490350484848022,512
1733340547.1456015,10,11922.432149961842,1.9585752487182617,512
1733340552.0137992,11,12241.33302598938,1.8782140016555786,512
1733340556.8798602,12,12267.711313999527,1.9449113607406616,512
1733340561.7501214,13,12201.974412155614,1.7798070907592773,512
1733340566.637006,14,12190.032612513054,1.6931623220443726,512
1733340571.506698,15,12188.567475773127,1.8370541334152222,512
1733340576.4726357,16,11958.399873365333,1.7505277395248413,512
1733340581.3162599,17,12270.828030695326,1.624411940574646,512
1733340586.2229972,18,12134.086460064247,1.7173105478286743,512
1733340591.1129453,19,12187.260627325879,1.454575777053833,512
1733340596.0270512,20,12118.937741432974,1.5046361684799194,512
1733340600.9322214,21,12096.958080704338,1.5727063417434692,512
1733340605.8195965,22,12186.095678962129,1.425354242324829,512
1733340610.756094,23,12060.591655377095,1.7378870248794556,512
1733340615.7053356,24,12002.542271269273,1.4533658027648926,512
1733340620.6156783,25,12145.82810039754,1.5496749877929688,512
1733340625.5305011,26,12090.570430626027,1.4086875915527344,512
1733340630.4394097,27,12124.025631697179,1.390687346458435,512
1733340635.3362505,28,12155.524253469,1.5491158962249756,512
1733340640.2195356,29,12170.317545662223,1.389804482460022,512
1733340645.2430105,30,11775.25524960328,1.4134423732757568,512
1733340650.13544,31,12111.830818592422,1.2593001127243042,512
1733340655.0460274,32,12128.147697062332,1.1884156465530396,512
1733340659.977383,33,12064.336161564097,1.4107649326324463,512
1733340664.9121435,34,12041.197316977019,1.3283926248550415,512
1733340669.835556,35,12070.843405310521,1.362605094909668,512
1733340674.737567,36,12131.177051906105,1.3432375192642212,512
1733340679.6264281,37,12140.679728056906,1.236492395401001,512
1733340684.5380177,38,12133.945344385822,1.3042950630187988,512
1733340689.4067392,39,12245.56457449689,1.219328761100769,512
1733340694.3293312,40,12066.964323731634,1.2821638584136963,512
1733340699.2999523,41,11937.458852336084,1.3248307704925537,512
1733340704.2323933,42,12078.257055866097,1.2139685153961182,512
1733340709.1536052,43,12069.323425042992,1.336200475692749,512
1733340714.0684927,44,12115.65621021318,1.2158914804458618,512
1733340719.0350375,45,11944.626515126143,1.282278299331665,512
1733340723.900984,46,12186.155868405796,1.3090871572494507,512
1733340728.8284454,47,12086.90575795861,1.1165608167648315,512
1733340733.7566535,48,12081.294942601879,1.202426552772522,512
1733340738.6871045,49,12073.621762401091,1.2173248529434204,512
1733340743.6498957,50,11991.395410790456,1.156308650970459,512
1733340748.6454892,51,11918.36946245173,1.1183468103408813,512
1733340753.5635307,52,12088.655241784403,1.2341722249984741,512
1733340758.4909163,53,12052.825596529958,1.1869920492172241,512
1733340763.4917688,54,11876.004248096155,1.2450512647628784,512
1733340768.4389648,55,12026.034678689306,1.196592092514038,512
1733340773.3680294,56,12064.085622682887,0.9946547746658325,512
1733340778.2857933,57,12107.62966132328,1.1924781799316406,512
1733340783.1960664,58,12122.266596662808,1.3152259588241577,512
1733340788.096864,59,12136.669246028336,1.3823500871658325,512
1733340793.0289037,60,12040.677430493237,0.8288729786872864,512
1733340797.9379287,61,12120.587930168049,0.7931737303733826,512
1733340803.0456228,62,11549.191667495941,0.7249506115913391,512
1733340807.9966295,63,12013.504789959065,0.7288516759872437,512
1733340812.9342067,64,12051.673739496064,0.7032862901687622,512
1733340817.841206,65,12130.982673156648,0.7050185799598694,512
1733340822.7561026,66,12079.521844580366,0.6869035363197327,512
1733340827.7392182,67,11907.767764823586,0.7336224913597107,512
1733340832.6127346,68,12193.414823861824,0.630852222442627,512
1733340837.5522919,69,12047.802121982939,0.7021348476409912,512
1733340842.45957,70,12127.303283317568,0.6961413621902466,512
1733340847.3737588,71,12110.315184922716,0.6833479404449463,512
1733340852.4188914,72,11745.262653371119,0.6343309283256531,512
1733340857.3174143,73,12143.20696164704,0.6318538188934326,512
1733340862.2220078,74,12122.00313577018,0.6043573617935181,512
1733340867.0984008,75,12205.422213562064,0.6444622874259949,512
1733340872.0478215,76,12019.80091448179,0.5802367329597473,512
1733340877.005343,77,11963.678008137793,0.5684133172035217,512
1733340881.9616454,78,11989.8658958948,0.621594250202179,512
1733340886.891662,79,12068.420510178086,0.6382582783699036,512
1733340891.8976455,80,11820.60008222528,0.5971659421920776,512
1733340896.7617273,81,12232.126655686741,0.5261673927307129,512
