Timestamps,Epoch,Thput (img/s),Epoch Loss,Bsize
1733419137.4689963,1,3532.0256051107012,3.7495617866516113,128
1733419151.9846628,2,3970.652397740486,3.620347499847412,128
1733419166.2895672,3,3974.474767259441,3.1196367740631104,128
1733419180.636711,4,3957.5168244076663,2.4896037578582764,128
1733419195.0153446,5,3948.0114138771446,2.822505474090576,128
1733419209.287437,6,3980.6011293230713,2.412169933319092,128
1733419223.5517602,7,3983.049658002006,1.9581352472305298,128
1733419237.8939016,8,3957.0387683387767,1.8103389739990234,128
1733419252.2291188,9,3957.548340440206,1.8852542638778687,128
1733419266.5086536,10,3977.4124382633026,1.8510236740112305,128
1733419280.854309,11,3953.7808800757366,1.5600557327270508,128
1733419295.190839,12,3964.9397678173264,1.6213639974594116,128
1733419309.5454142,13,3955.8100327953816,1.5718170404434204,128
1733419323.9351826,14,3947.552444524908,1.5054508447647095,128
1733419338.3663127,15,3935.0811583093564,1.6387367248535156,128
1733419352.80082,16,3942.683515137341,1.458571195602417,128
1733419367.1601179,17,3963.22589479734,1.5616271495819092,128
1733419381.4919472,18,3965.674910083846,1.5580604076385498,128
1733419395.941261,19,3931.552820811236,1.6957216262817383,128
1733419410.3694978,20,3946.3697676166908,1.340338945388794,128
1733419424.7404122,21,3961.2944791188424,1.414472222328186,128
1733419439.1093497,22,3961.2263150899,1.6291625499725342,128
1733419453.4666893,23,3962.79116207807,1.6236728429794312,128
1733419467.9007351,24,3938.446005978417,1.0800570249557495,128
1733419482.3439078,25,3938.4397190557934,1.4882876873016357,128
1733419496.6506808,26,3984.5511698987516,1.5638011693954468,128
1733419511.0449176,27,3952.259263889752,1.7427335977554321,128
1733419525.3498952,28,3974.6774727098564,1.3889234066009521,128
1733419539.6263187,29,3986.2440639300826,1.483330488204956,128
1733419553.991404,30,3956.875634431568,1.2358072996139526,128
1733419568.3211234,31,3974.0580469070105,1.2713143825531006,128
1733419582.6689026,32,3970.6457820408646,1.6289676427841187,128
1733419596.9536467,33,3983.152088990957,1.2134774923324585,128
1733419611.3298335,34,3950.56593359499,1.6248729228973389,128
1733419625.6510165,35,3972.6586478576714,1.1948461532592773,128
1733419640.0747619,36,3945.195369334761,1.7291791439056396,128
1733419654.470683,37,3957.0777432811774,1.1277233362197876,128
1733419668.8460002,38,3958.6374455202986,1.3497717380523682,128
1733419683.2975922,39,3937.339151311265,1.2542706727981567,128
1733419697.6193807,40,3979.8829505802873,1.2487531900405884,128
1733419711.973256,41,3970.573311502127,1.4540319442749023,128
1733419726.3198647,42,3966.2553439147573,1.1595925092697144,128
1733419740.656828,43,3973.201532889112,1.4414809942245483,128
1733419755.0384226,44,3964.3030647871774,1.4744693040847778,128
1733419769.4177158,45,3960.203313469862,1.2038415670394897,128
1733419783.9725356,46,3903.991990192215,1.2834898233413696,128
1733419798.393631,47,3945.945184163031,1.8035192489624023,128
1733419812.8232088,48,3948.995109137079,1.1662203073501587,128
1733419827.290359,49,3930.5061903890664,1.2996752262115479,128
1733419841.695112,50,3954.5939169667126,1.5028631687164307,128
1733419856.1184256,51,3951.6325833695887,1.4427956342697144,128
1733419870.4770005,52,3961.254822482914,1.0826495885849,128
1733419884.8216083,53,3974.6396568950054,1.3259836435317993,128
1733419899.2629013,54,3939.03669640765,1.7309280633926392,128
1733419913.6928394,55,3946.038216407104,1.6355645656585693,128
1733419928.0765007,56,3956.762083253863,1.1964648962020874,128
1733419942.5116413,57,3941.073328493387,1.1321988105773926,128
1733419956.9623263,58,3941.548349378708,1.4475071430206299,128
1733419971.372195,59,3949.220881032365,0.906724750995636,128
1733419985.7716374,60,3951.0823259211857,0.7590687274932861,128
1733420000.1802716,61,3951.2979883284065,0.576620876789093,128
1733420014.549283,62,3958.7559617243037,0.6210813522338867,128
1733420028.940736,63,3953.29113175747,0.5491800308227539,128
1733420043.3551354,64,3948.9825422241706,0.6599395871162415,128
1733420057.646702,65,3986.2265611137664,0.42282891273498535,128
1733420071.9379158,66,3982.6541301725697,0.5363489389419556,128
1733420086.314659,67,3961.689742041472,0.5667352676391602,128
1733420100.7360609,68,3941.128728118361,0.597210168838501,128
1733420115.1496317,69,3943.7491752717506,0.7786587476730347,128
1733420129.4733384,70,3979.5891665179092,0.4842674136161804,128
1733420143.815346,71,3972.969548609406,0.7535142302513123,128
1733420158.1991181,72,3957.168837136906,0.4989677965641022,128
1733420172.521419,73,3974.5726900162426,0.5094909071922302,128
1733420186.8384337,74,3969.8222244828357,0.5323206186294556,128
1733420201.2250955,75,3955.1451530191703,0.5222657918930054,128
1733420215.58317,76,3966.9641850712487,0.45283016562461853,128
1733420229.8980076,77,3982.145709803433,0.5496948957443237,128
1733420244.2598562,78,3965.6935077320313,0.4579698145389557,128
1733420258.6125395,79,3968.58801665634,0.36828261613845825,128
1733420272.9768252,80,3961.293656048518,0.547040581703186,128
1733420287.3116877,81,3972.315065436827,0.28084200620651245,128
1733420301.716241,82,3946.3491971972526,0.5761095881462097,128
1733420316.1276784,83,3946.105413214506,0.4735028147697449,128
1733420330.5513713,84,3945.5465984572434,0.5055934190750122,128
1733420344.9579408,85,3952.6064626745597,0.5196092128753662,128
1733420359.2469773,86,3982.0250329129344,0.717204213142395,128
1733420373.5805216,87,3966.739456198492,0.583499550819397,128
1733420387.9664626,88,3956.5916567359704,0.5231796503067017,128
1733420402.4726768,89,3925.9847694812734,0.3886118531227112,128
1733420416.9131885,90,3940.620043284301,0.494905561208725,128
1733420431.346665,91,3937.9445944877652,0.42442041635513306,128
1733420445.7234101,92,3957.4771686912686,0.39714640378952026,128
1733420460.192709,93,3929.97903357295,0.5067835450172424,128
1733420474.5636656,94,3960.585194199744,0.3832629323005676,128
1733420488.9894028,95,3939.107354402117,0.5590358972549438,128
1733420503.492975,96,3928.0948146762917,0.2196948528289795,128
1733420517.844724,97,3969.8790365012533,0.47366517782211304,128
1733420532.2072532,98,3956.7181128520624,0.4347350001335144,128
1733420546.6271188,99,3953.6941907794994,0.1610221117734909,128
1733420560.9988592,100,3964.468910164065,0.5239678621292114,128
1733420575.4471335,101,3940.443748614979,0.35155054926872253,128
1733420589.916737,102,3932.8905835870337,0.3403581380844116,128
1733420604.3449802,103,3950.6780130505717,0.3914499580860138,128
1733420618.7597263,104,3946.050319088522,0.6495057344436646,128
1733420633.1358345,105,3958.670847540587,0.3510757088661194,128
1733420647.5540118,106,3953.0306926155936,0.4807089865207672,128
1733420661.9115295,107,3967.917108216026,0.3731880187988281,128
1733420676.3296542,108,3943.9379297372466,0.577777087688446,128
1733420690.6692872,109,3969.6823055197774,0.4515918791294098,128
1733420705.116526,110,3936.6770662870163,0.5602560043334961,128
1733420719.5817628,111,3936.3001512953806,0.36088618636131287,128
1733420733.9928215,112,3949.6651380605485,0.324484258890152,128
1733420748.3905656,113,3954.745825297047,0.26633721590042114,128
1733420762.7878532,114,3948.9568881236337,0.3982084393501282,128
1733420777.257675,115,3934.601124902918,0.6094186305999756,128
1733420791.6485248,116,3956.3953447789195,0.5759428143501282,128
1733420806.0219488,117,3961.6094408605845,0.2815183997154236,128
1733420820.455191,118,3947.484381085146,0.41473454236984253,128
1733420834.8756337,119,3948.046271965581,0.4669772684574127,128
1733420849.2972357,120,3942.0510495640992,0.07277673482894897,128
1733420863.6883774,121,3951.8486037248326,0.08091602474451065,128
1733420878.0942228,122,3955.1823004143625,0.14364460110664368,128
1733420892.5116756,123,3949.9505030039577,0.02565031871199608,128
1733420907.0146782,124,3922.0312562300046,0.040937215089797974,128
1733420921.4288197,125,3950.5406310121525,0.08284582197666168,128
1733420935.8082013,126,3957.0937964021473,0.06784450262784958,128
1733420950.2709463,127,3933.108321580187,0.03421409800648689,128
1733420964.6993506,128,3948.407672896421,0.024170618504285812,128
1733420979.0431278,129,3967.8812226961873,0.03765532001852989,128
1733420993.3170888,130,3984.6437601913844,0.043336886912584305,128
1733421007.8053856,131,3922.8883759137893,0.07836388051509857,128
1733421022.2513804,132,3940.2088369754265,0.018254192546010017,128
1733421036.5854595,133,3971.5598595870333,0.028835266828536987,128
1733421050.9713566,134,3956.3095110710533,0.04149666056036949,128
1733421065.3153644,135,3963.969092959717,0.05369364470243454,128
1733421079.6945467,136,3959.356124330706,0.018055805936455727,128
1733421094.0906103,137,3952.4901021988594,0.03751561418175697,128
1733421108.4453113,138,3964.123071183723,0.055180877447128296,128
1733421122.879092,139,3944.359929915478,0.03795025497674942,128
1733421137.2811275,140,3948.9887884904115,0.04869619756937027,128
1733421151.7030551,141,3943.2380343527598,0.05848214775323868,128
1733421166.087447,142,3956.8312135695323,0.03277861326932907,128
1733421180.4715126,143,3954.0971828920406,0.022293362766504288,128
1733421194.838719,144,3962.4623113916314,0.01259218342602253,128
1733421209.3602428,145,3914.3675359429367,0.011102446354925632,128
1733421223.845427,146,3924.4025843564705,0.016555558890104294,128
1733421238.231983,147,3958.8076746750608,0.04345807060599327,128
1733421252.7322173,148,3919.9351921115012,0.024057704955339432,128
1733421267.1567562,149,3949.756039727108,0.026578078046441078,128
1733421281.6542492,150,3923.5243963696726,0.024418434128165245,128
1733421296.1299744,151,3929.840583526099,0.007618630770593882,128
1733421310.509137,152,3958.6698013837504,0.03572991490364075,128
1733421324.892895,153,3953.6710096772326,0.016381582245230675,128
1733421339.3136306,154,3948.6747150151264,0.028133854269981384,128
1733421353.8214233,155,3916.428831357725,0.050880420953035355,128
1733421368.2747097,156,3937.4477462327063,0.031474314630031586,128
1733421382.645364,157,3965.057162356604,0.03325032815337181,128
1733421397.1549375,158,3916.81255751526,0.01510117668658495,128
1733421411.531352,159,3961.168403696649,0.02025233767926693,128
1733421425.862301,160,3969.16389480945,0.016536423936486244,128
1733421440.3492172,161,3928.5447076259984,0.013993489556014538,128
1733421454.8110433,162,3935.9687385490756,0.06811286509037018,128
1733421469.314382,163,3917.7951103931105,0.017004983499646187,128
1733421483.7774472,164,3935.990456712592,0.012199116870760918,128
1733421498.2541115,165,3929.768858454907,0.008385413326323032,128
1733421512.669094,166,3952.089225035645,0.009969910606741905,128
1733421527.2127414,167,3907.22785694397,0.011612328700721264,128
1733421541.5976532,168,3954.2314572949163,0.015520689077675343,128
1733421556.0305595,169,3940.5395573687447,0.03912609443068504,128
1733421570.4753418,170,3937.2367715241226,0.01886839047074318,128
1733421584.9411058,171,3933.0889218579255,0.028281575068831444,128
1733421599.365979,172,3943.7174336628586,0.012339985929429531,128
1733421613.662715,173,3986.5321626717237,0.012969978153705597,128
1733421628.0414083,174,3961.3255315672945,0.0208873488008976,128
1733421642.404105,175,3960.5676167953216,0.015148927457630634,128
1733421656.8395433,176,3936.8573844150083,0.01834259182214737,128
1733421671.3333728,177,3924.3671878567134,0.021921779960393906,128
1733421685.8053482,178,3934.033239102214,0.012615913525223732,128
1733421700.23371,179,3944.2913088677606,0.01195668987929821,128
1733421714.7494109,180,3915.9935548575622,0.019253050908446312,128
1733421729.1720839,181,3952.663527998049,0.008825117722153664,128
1733421743.5886126,182,3946.313997771181,0.020067600533366203,128
1733421758.0682962,183,3931.2699604809472,0.02040777914226055,128
1733421772.4624734,184,3955.6155890357077,0.021992504596710205,128
1733421786.772861,185,3976.023189626217,0.009401833638548851,128
1733421801.2144976,186,3938.3803271184047,0.01147401612251997,128
1733421815.6284869,187,3943.0764811708054,0.018882062286138535,128
1733421830.01275,188,3957.938822400944,0.010233128443360329,128
1733421844.4254842,189,3945.8381245513156,0.025357156991958618,128
