Timestamps,Epoch,Thput (img/s),Epoch Loss,Bsize
1733334915.0754378,1,10383.318696902297,4.0167083740234375,512
1733334920.538176,2,12233.027117611302,3.6152968406677246,512
1733334925.9238808,3,12143.081805434796,3.201322555541992,512
1733334931.2885287,4,12177.694820865563,3.081205129623413,512
1733334936.6777902,5,12097.099035180625,2.8561484813690186,512
1733334942.107105,6,12004.341627615793,2.540384292602539,512
1733334947.575842,7,11969.549663638367,2.6162290573120117,512
1733334952.9883695,8,12054.583243423887,2.39040470123291,512
1733334958.3740656,9,12137.701825309749,2.129208564758301,512
1733334963.7485964,10,12160.198686840116,2.058239459991455,512
1733334969.1242397,11,12175.956939368594,1.8853445053100586,512
1733334974.479797,12,12187.554555257982,1.9908759593963623,512
1733334979.8934195,13,12039.43389483625,1.8669090270996094,512
1733334985.3103673,14,12038.077289301847,1.9079093933105469,512
1733334990.7428508,15,11978.280045940257,1.8163350820541382,512
1733334996.1433618,16,12065.641075208314,1.6806353330612183,512
1733335001.579812,17,11984.781059863615,1.759699821472168,512
1733335006.9497592,18,12139.52788358012,1.7512775659561157,512
1733335012.3855894,19,11983.562737832479,1.7196619510650635,512
1733335017.7510004,20,12184.64423127091,1.5605309009552002,512
1733335023.1312213,21,12112.196669797397,1.4434716701507568,512
1733335028.6036766,22,11879.933787623366,1.296012282371521,512
1733335034.0385716,23,12023.485663734877,1.342891812324524,512
1733335039.426247,24,12114.430030517833,1.4380686283111572,512
1733335044.7906916,25,12170.110610569134,1.4291149377822876,512
1733335050.1672356,26,12125.66248325976,1.4271020889282227,512
1733335055.5450144,27,12144.277926180997,1.3593130111694336,512
1733335060.946747,28,12118.209447924108,1.2412469387054443,512
1733335066.367268,29,12019.08173191298,1.183587670326233,512
1733335071.80635,30,11999.703834213991,1.2295061349868774,512
1733335077.233815,31,12022.943870164829,1.199175477027893,512
1733335082.6917403,32,11884.206688379698,1.3793843984603882,512
1733335088.0854654,33,12130.999514390274,1.2060606479644775,512
1733335093.5095959,34,12001.351928415093,1.342728614807129,512
1733335098.9244752,35,12058.149300807401,1.2006351947784424,512
1733335104.3467207,36,12023.826205294044,1.278676152229309,512
1733335109.77221,37,12065.38701138149,1.1140503883361816,512
1733335115.1692507,38,12067.15179583836,1.1626646518707275,512
1733335120.5793345,39,12083.39159963809,1.193894863128662,512
1733335125.9825232,40,12081.592133581269,1.048645257949829,512
1733335131.3702571,41,12114.743550565308,1.1357629299163818,512
1733335136.8009717,42,11989.6328351031,1.0751265287399292,512
1733335142.1997564,43,12059.653291408422,0.9796385765075684,512
1733335147.6293397,44,11973.414893574505,1.1003007888793945,512
1733335153.0423992,45,12056.728169920741,1.1070677042007446,512
1733335158.4514194,46,12062.783820843659,1.0508493185043335,512
1733335163.8996103,47,11921.920434992922,1.0878136157989502,512
1733335169.281106,48,12103.276345096247,1.0266435146331787,512
1733335174.6769075,49,12107.923955047005,1.2301958799362183,512
1733335180.1311727,50,11940.867552466401,1.0648219585418701,512
1733335185.4914358,51,12174.155948632384,1.0278136730194092,512
1733335190.8931353,52,12079.3938231137,0.9849274754524231,512
1733335196.3121927,53,12043.677074130379,0.9938718676567078,512
1733335201.7301784,54,12013.25498150196,0.9723296165466309,512
1733335207.1567385,55,12068.689286865245,1.165600061416626,512
1733335212.558568,56,12024.736938524333,1.1005072593688965,512
1733335218.0256698,57,11876.675469607202,0.9483014345169067,512
1733335223.4622629,58,12055.62892968778,0.9173547625541687,512
1733335228.8722396,59,12032.06781256969,0.9964255094528198,512
1733335234.2633846,60,12080.534283822555,0.4951494634151459,512
1733335239.6651516,61,12063.578330666729,0.46442559361457825,512
1733335245.0703607,62,12108.104313140342,0.4514181911945343,512
1733335250.4364974,63,12162.501983440246,0.3496626019477844,512
1733335255.7786462,64,12209.643184048806,0.3405529856681824,512
1733335261.2447028,65,11942.10236948419,0.2920091152191162,512
1733335266.633479,66,12130.984778308293,0.2403230369091034,512
1733335272.0186105,67,12128.034073084007,0.33091312646865845,512
1733335277.4353142,68,12016.181764551246,0.2621872127056122,512
1733335282.8226736,69,12101.937439191739,0.2715846300125122,512
1733335288.218513,70,12073.105327647354,0.26199087500572205,512
1733335293.6116815,71,12100.348876759926,0.2038598358631134,512
1733335299.0165875,72,12057.78601401649,0.2898479700088501,512
1733335304.4167776,73,12097.45004005656,0.24941834807395935,512
1733335309.8360896,74,12090.098546474239,0.19762107729911804,512
1733335315.224789,75,12098.511552491129,0.2680588364601135,512
1733335320.6800644,76,11912.916022187888,0.24099813401699066,512
1733335326.0665019,77,12108.641224850697,0.2558073401451111,512
1733335331.4684055,78,12099.465746627742,0.217633455991745,512
1733335336.8747864,79,12074.661716625293,0.20752429962158203,512
1733335342.234775,80,12197.983645533326,0.18373297154903412,512
1733335347.6348796,81,12035.061786122784,0.22127194702625275,512
1733335353.0476637,82,12069.632530786843,0.23696444928646088,512
1733335358.4305263,83,12139.441451352877,0.25036874413490295,512
1733335363.8508234,84,12017.636049607407,0.26762357354164124,512
1733335369.2583728,85,12056.377444767886,0.167485773563385,512
1733335374.6694462,86,12065.649405351007,0.16487236320972443,512
1733335380.0585594,87,12114.138919289175,0.22390508651733398,512
1733335385.469839,88,12027.37546532447,0.18770360946655273,512
1733335390.8922524,89,12042.715753130851,0.13606922328472137,512
1733335396.2898927,90,12033.408563941168,0.1553034633398056,512
1733335401.733181,91,11917.302754663593,0.17317505180835724,512
1733335407.1575377,92,12044.926329104646,0.22920916974544525,512
1733335412.555617,93,12055.523590581783,0.1712692677974701,512
1733335417.9437263,94,12111.254455414497,0.1660524308681488,512
1733335423.3578713,95,12040.958108311392,0.23192133009433746,512
1733335428.7319057,96,12140.451309551197,0.1865658164024353,512
1733335434.1344655,97,12095.62685094521,0.19634419679641724,512
1733335439.5386732,98,12094.42564667471,0.18100759387016296,512
1733335445.0113435,99,11853.927913106436,0.18947641551494598,512
1733335450.4212778,100,12036.23672006305,0.24060088396072388,512
1733335455.8559365,101,12003.862708430364,0.16492463648319244,512
1733335461.787823,102,11017.852881713612,0.1756383180618286,512
1733335468.3853788,103,9901.38426144332,0.17234914004802704,512
1733335475.0101092,104,9320.36611940039,0.1809939295053482,512
1733335481.3376448,105,10005.393074193511,0.18449385464191437,512
1733335487.6431038,106,10274.315612133847,0.1874634176492691,512
1733335493.394248,107,11598.397778401377,0.19148392975330353,512
1733335499.4768696,108,10799.748652395141,0.2246161699295044,512
1733335505.1530051,109,11313.493051877049,0.29047536849975586,512
1733335511.0487254,110,10885.080257764102,0.29244524240493774,512
1733335517.3928103,111,9879.67270644499,0.09844093024730682,512
1733335523.278205,112,11143.135932579402,0.2668640613555908,512
1733335528.9573057,113,11860.513280380197,0.22066757082939148,512
1733335534.3901827,114,11984.73859590762,0.2250784933567047,512
1733335539.805437,115,12029.579032535157,0.14503607153892517,512
1733335545.216966,116,12052.822133009833,0.19343645870685577,512
1733335550.628647,117,12037.989531668898,0.21074898540973663,512
1733335556.0385559,118,12066.013166132874,0.13398244976997375,512
1733335561.5794635,119,11937.402453530469,0.19832757115364075,512
1733335567.04468,120,11941.588284676169,0.08673355728387833,512
1733335572.5451756,121,11856.681038199096,0.055564992129802704,512
1733335577.984094,122,11979.79976276346,0.03745310753583908,512
1733335583.4478583,123,11903.68060442929,0.0498192235827446,512
1733335588.905275,124,11892.914140290828,0.036071062088012695,512
1733335594.429043,125,11858.740686233736,0.04266025498509407,512
1733335599.8795872,126,11930.95408172902,0.032435327768325806,512
1733335605.3209367,127,12018.385364146156,0.030527319759130478,512
1733335610.8152943,128,11873.627335196854,0.03863995522260666,512
1733335616.2610154,129,11991.974136724786,0.02278810180723667,512
1733335621.735008,130,11896.742848899456,0.0146171934902668,512
1733335627.2016788,131,11873.215254452813,0.013293152675032616,512
1733335632.6622293,132,11933.107517870481,0.03583637624979019,512
1733335638.1377413,133,11887.797977633627,0.020764976739883423,512
1733335643.6106682,134,11908.980191014829,0.019118962809443474,512
1733335649.1239886,135,11791.71747270924,0.010057494975626469,512
1733335654.5655544,136,12000.019683870178,0.03677118569612503,512
1733335659.9949763,137,11994.252555714469,0.02410711534321308,512
1733335665.4281588,138,11967.846092213646,0.018847504630684853,512
1733335670.8734334,139,11921.71372815733,0.009481779299676418,512
1733335676.3401031,140,11920.753482531849,0.013598897494375706,512
1733335681.7772243,141,12014.641102219024,0.012451045215129852,512
1733335687.2295396,142,11970.51163749639,0.01640578731894493,512
1733335692.7019622,143,11876.958642919379,0.01464750524610281,512
1733335698.1448522,144,11989.477923236771,0.018618615344166756,512
1733335703.6610718,145,11866.233055276965,0.016859356313943863,512
1733335709.104543,146,11961.755728421547,0.014811133965849876,512
1733335714.561001,147,11951.607306285297,0.015393410809338093,512
1733335719.990109,148,11998.015693777452,0.030944699421525,512
1733335725.4672332,149,11883.360212033193,0.03932686150074005,512
1733335730.9015315,150,12038.028918794715,0.01717977225780487,512
1733335736.3825645,151,11846.068308279802,0.005817303899675608,512
1733335741.7918475,152,12050.889106699642,0.01564776711165905,512
1733335747.279986,153,11845.560450964007,0.016181111335754395,512
1733335752.7863615,154,11800.997716950991,0.024326380342245102,512
1733335758.2710268,155,11839.99694677813,0.02469361387193203,512
1733335763.742336,156,11924.477415101685,0.014749608002603054,512
1733335769.1957796,157,11910.222626079056,0.003291208064183593,512
1733335774.6512995,158,11969.045508982583,0.012188803404569626,512
1733335780.0866373,159,11971.287888206665,0.015017024241387844,512
1733335785.4967206,160,12033.702022605654,0.005160764791071415,512
1733335790.9338627,161,11973.495559679524,0.010782808065414429,512
1733335796.3677702,162,11955.762211253212,0.011144749820232391,512
1733335801.8264685,163,11950.877191782745,0.0028353247325867414,512
1733335807.266392,164,11984.077703767985,0.007334511261433363,512
1733335812.7294736,165,11965.84395707626,0.00949577335268259,512
1733335818.1616824,166,11978.672767864437,0.004731134511530399,512
1733335823.6064882,167,11959.164324286903,0.02009069174528122,512
1733335829.0396214,168,11987.04509831694,0.00467278715223074,512
1733335834.4846709,169,11973.606306441585,0.01199555117636919,512
1733335839.9099872,170,12001.665804330027,0.00800646748393774,512
1733335845.3518162,171,12004.997884537235,0.004290489479899406,512
1733335850.8485284,172,11860.768180470594,0.007966635748744011,512
1733335856.3568196,173,11812.800565260965,0.0038056601770222187,512
1733335861.7715888,174,12021.086564408664,0.010254886001348495,512
1733335867.2215772,175,12014.334118419178,0.01648189127445221,512
1733335872.6189532,176,12085.745985137626,0.0029315988067537546,512
1733335878.0148964,177,12047.563342927217,0.004171380773186684,512
1733335883.5086653,178,11765.435867986678,0.003909473307430744,512
1733335888.9417896,179,12016.67406122742,0.016953550279140472,512
1733335894.3851538,180,11948.048840448137,0.012150480411946774,512
1733335899.8265555,181,11953.443202802682,0.016779031604528427,512
1733335905.267091,182,12007.898643503542,0.013077917508780956,512
1733335910.7250278,183,11909.091100101632,0.006227707024663687,512
1733335916.182846,184,11997.71710918653,0.006077249068766832,512
1733335921.6147895,185,11993.067285724097,0.01927843876183033,512
1733335927.0741255,186,11923.949931227618,0.016149284318089485,512
1733335932.538815,187,11959.260484266471,0.004250472877174616,512
1733335937.9950774,188,11956.843995989815,0.0053029851987957954,512
1733335943.4624257,189,11950.413424703776,0.006136076059192419,512
1733335948.9065363,190,11964.903894895851,0.010135577991604805,512
1733335954.3753374,191,11914.888975146105,0.009495449252426624,512
1733335959.8375661,192,11909.368381856753,0.010585058480501175,512
1733335965.3096373,193,11926.532199502033,0.006407052278518677,512
1733335970.7407877,194,11994.497458403215,0.0059381225146353245,512
1733335976.17184,195,11989.951582287329,0.0048412359319627285,512
1733335981.6322603,196,11921.61817102661,0.006130187306553125,512
1733335987.1188636,197,11879.180777717835,0.012532887049019337,512
1733335992.5675738,198,11994.407590988889,0.005614424590021372,512
1733335998.1316385,199,11584.736787562706,0.009791605174541473,512
1733336003.5619397,200,12031.423087975685,0.007674252614378929,512
