API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
196178017,166254953,,,362429762,409600767,575852512,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362435475,7639,362443114,409588791,772031905,409600895,819197325,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362443521,4851,362448372,819185484,1181633856,409601214,1228791549,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362448688,5169,362453857,1228782269,1591236126,409601215,1638388653,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362454178,5248,362459426,1638379067,2000838493,409601118,2047985433,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362459720,3980,362463700,2047977319,2410441019,409600863,2457582162,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362463935,6168,362470103,2457572899,2820043002,409601149,2867180216,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362470337,4158,362474495,2867171096,3229645591,409600831,3276776085,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362474764,4594,362479358,3276768184,3639247542,409601150,3686373928,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362479626,5841,362485467,3686364601,4048850068,409600893,4095971335,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362485701,4785,362490486,4095961851,4458452337,409600892,4505567528,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362490769,5382,362496151,4505558486,4868054637,409600861,4915164729,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362496547,4327,362500874,4915155712,5277656586,409601180,5324761219,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362501209,4824,362506033,5324752789,5687258822,409601213,5734358826,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362506294,5746,362512040,5734349211,6096861251,409601053,6143956010,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362512283,4735,362517018,6143946406,6506463424,409601150,6553552291,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362517250,5820,362523070,6553542624,6916065694,409601150,6963149594,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362523358,3957,362527315,6963141001,7325668316,409600797,7372745755,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362527572,4420,362531992,7372738497,7735270489,409600895,7782343812,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362532224,5555,362537779,7782334661,8144872440,409601221,8191941437,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362538013,4795,362542808,8191932229,8554475037,409600901,8601537925,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362543038,4712,362547750,8601529276,8964077026,409601189,9011135177,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362547984,4738,362552722,9011126613,9373679335,409601156,9420732507,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362553005,3926,362556931,9420725001,9783281932,409600836,9830329763,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362557218,5278,362562496,9830321424,10192883920,409601122,10239927824,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362562726,4869,362567595,10239918663,10602486258,409601058,10649524590,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362567879,4953,362572832,10649515540,11012088372,409601218,11059121711,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362573100,4945,362578045,11059112953,11421690998,409600866,11468718764,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362578433,4289,362582722,11468710294,11831293016,409601122,11878315705,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362583061,5635,362588696,11878306818,12240895514,409600897,12287913350,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362589029,4883,362593912,12287903907,12650497819,409600865,12697509655,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
362594131,4673,362598804,12697501256,13060100060,409600897,13107106826,4505,4505,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
