API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
291764649,1141659155,,,1433423362,204804644,1346463357,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433426680,16867,1433443547,204785707,1638229254,204805156,409607730,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433444230,11557,1433455787,409579935,1843035722,204805093,614396585,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433456161,10457,1433466618,614375508,2047842126,204805096,819191061,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433467044,11578,1433478622,819169976,2252648598,204805032,1023986586,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433479017,10928,1433489945,1023964869,2457454814,204805224,1228781021,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433490343,10959,1433501302,1228760143,2662261445,204805000,1433576102,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433501708,10049,1433511757,1433556065,2867067822,204805031,1638371145,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433512122,10715,1433522837,1638351424,3071874261,204805000,1843167139,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433523213,9811,1433533024,1843147805,3276680829,204804840,2047962456,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433533419,9850,1433543269,2047943743,3481487012,204805064,2252758657,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433543646,13949,1433557595,2252736017,3686293612,204804872,2457554838,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433558040,9857,1433567897,2457532123,3891100020,204804871,2662346851,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433568298,10316,1433578614,2662327845,4095906459,204804836,2867142997,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433578993,10019,1433589012,2867123819,4300712831,204804868,3071938706,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433589445,9723,1433599168,3071919907,4505519075,204805028,3276734658,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433599555,10175,1433609730,3276715909,4710325639,204804868,3481530952,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433610126,9777,1433619903,3481512140,4915132043,204804868,3686326785,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433620271,9918,1433630189,3686308098,5119938287,204805028,3891123044,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433630560,9889,1433640449,3891104306,5324744755,204804964,4095919159,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433640816,9919,1433650735,4095900488,5529551223,204804900,4300715307,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433651104,9908,1433661012,4300696583,5734357595,204804932,4505511423,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433661404,11711,1433673115,4505490916,5939164031,204804901,4710307528,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1433673548,9899,1433683447,4710287053,6143970500,204804840,4915101792,4095,4095,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
