API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
192428997,164625553,,,357049049,204801009,369421061,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357057185,7470,357064655,204786555,561851210,204801232,409595257,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357065086,4749,357069835,409583695,766653530,204801297,614389741,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357070143,5356,357075499,614380448,971455947,204801265,819187069,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357075795,5183,357080978,819177642,1176258620,204800977,1023983802,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357081244,3967,357085211,1023975506,1381060717,204801265,1228780738,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357085490,5764,357091254,1228772168,1585863422,204800945,1433578877,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357091528,4000,357095528,1433570215,1790665743,204801009,1638375224,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357095747,5310,357101057,1638366815,1995467872,204801260,1843173385,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357101328,4901,357106229,1843164311,2200270540,204800970,2047970182,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357106487,4896,357111383,2047961503,2405072886,204801002,2252767401,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357111661,5129,357116790,2252758474,2609875264,204801003,2457564606,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357117074,4325,357121399,2457556243,2814677642,204801002,2662361570,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357121680,5454,357127134,2662352630,3019479764,204801258,2867159342,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357127380,5094,357132474,2867149668,3224282142,204801259,3071956021,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357132736,4662,357137398,3071947443,3429084841,204800938,3276753043,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357137630,5765,357143395,3276743504,3633886899,204801258,3481550527,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357143630,3831,357147461,3481542072,3838689533,204801003,3686346906,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357147695,4879,357152574,3686339050,4043491624,204801292,3891145221,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357152806,4896,357157702,3891136622,4248294324,204800972,4095942490,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357157934,4738,357162672,4095934000,4453096672,204801004,4300739742,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357162907,5751,357168658,4300730394,4657899052,204801004,4505537149,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357168934,4100,357173034,4505528461,4862701495,204800940,4710333501,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357173268,3898,357177166,4710326421,5067503587,204801228,4915131547,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357177398,5294,357182692,4915123243,5272305935,204801260,5119929797,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357182912,5045,357187957,5119920358,5477108315,204801260,5324726663,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357188230,5878,357194108,5324716555,5681910663,204801292,5529523725,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357194331,43599,357237930,5529475338,5886713268,204801068,5734320005,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357238363,5476,357243839,5734271873,6091515712,204801007,5939078356,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357244110,5507,357249617,5939068478,6296318095,204801006,6143874991,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357249945,5006,357254951,6143865302,6501120253,204801230,6348671538,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357255187,5779,357260966,6348661637,6705922603,204801263,6553468679,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357261240,5099,357266339,6553458966,6910725305,204800942,6758265007,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357266623,4025,357270648,6758256751,7115527399,204801230,6963062006,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357270881,5661,357276542,6963053143,7320329685,204801327,7167860131,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357276779,4927,357281706,7167850458,7525132164,204801230,7372656615,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357281974,5462,357287436,7372647078,7729934514,204801263,7577453803,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357287666,5002,357292668,7577444229,7934736897,204801262,7782250493,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357292955,4196,357297151,7782242192,8139539343,204801197,7987047585,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357297434,4819,357302253,7987039727,8344341980,204800942,8191845488,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357302484,4731,357307215,8191836923,8549144138,204801165,8396642819,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357307498,5022,357312520,8396633903,8753946423,204801262,8601440187,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357312753,5698,357318451,8601430610,8958749061,204801005,8806237313,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357318672,4572,357323244,8806227910,9163551154,204801293,9011033775,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357323480,4994,357328474,9011025349,9368353823,204801006,9215831349,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357328799,5221,357334020,9215822185,9573156205,204801005,9420628411,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357334431,5181,357339612,9420618718,9777958330,204801262,9625425161,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357339850,5948,357345798,9625415234,9982761032,204800941,9830222123,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357346028,4769,357350797,9830212296,10187563093,204801262,10035018327,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357351034,4558,357355592,10035010139,10392365731,204801005,10239815702,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357355824,4679,357360503,10239807321,10597167824,204801294,10444613294,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357360742,4789,357365531,10444604675,10801970206,204801293,10649410757,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357365763,5871,357371634,10649401273,11006772907,204800973,10854208117,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357371868,4944,357376812,10854198444,11211575256,204801005,11059004393,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357377076,3920,357380996,11058996705,11416377701,204800942,11263801567,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357381265,4483,357385748,11263794271,11621180019,204801005,11468599759,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357385985,6475,357392460,11468589716,11825982176,204801230,11673397421,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357392738,5949,357398687,11673385839,12030784526,204801263,11878193051,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357398949,4939,357403888,11878182989,12235586877,204801296,12082989224,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357404122,4105,357408227,12082981066,12440389293,204801264,12287786435,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357408510,4669,357413179,12287778466,12645191645,204801295,12492584430,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357413546,5199,357418745,12492575284,12849994029,204801295,12697381778,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357419078,6159,357425237,12697371559,13054796796,204800911,12902178629,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
357425470,5087,357430557,12902168526,13259599083,204801008,13106974621,4570,4570,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
