type,bw,lat,size,id
D2H-Pinned,1.45594,0.00005,65536,1
D2H-Pinned,1.97722,0.00007,131072,1
D2H-Pinned,2.32056,0.00011,262144,1
D2H-Pinned,2.60149,0.00020,524288,1
D2H-Pinned,2.76549,0.00038,1048576,1
D2H-Pinned,2.98316,0.00070,2097152,1
D2H-Pinned,2.93897,0.00143,4194304,1
D2H-Pinned,2.94722,0.00285,8388608,1
D2H-Pinned,3.10177,0.00541,16777216,1
D2H-Pinned,3.05554,0.01098,33554432,1
D2H-Pinned,3.10105,0.02164,67108864,1
D2H-Pinned,2.91222,0.04609,134217728,1
D2H-Pinned,2.45840,0.10919,268435456,1
D2H-Pinned,2.41860,0.22198,536870912,1
D2H-Pinned,2.20796,0.48631,1073741824,1
D2H-Pinned,0.00299,0.00002,64,1
D2H-Pinned,0.00598,0.00002,128,1
D2H-Pinned,0.01175,0.00002,256,1
D2H-Pinned,0.02489,0.00002,512,1
D2H-Pinned,0.04731,0.00002,1024,1
D2H-Pinned,0.09097,0.00002,2048,1
D2H-Pinned,0.17257,0.00002,4096,1
D2H-Pinned,0.32806,0.00002,8192,1
D2H-Pinned,0.59017,0.00003,16384,1
D2H-Pinned,0.97368,0.00003,32768,1
D2H-Pinned,1.45322,0.00005,65536,1
D2H-Pinned,1.96669,0.00007,131072,1
D2H-Pinned,2.31027,0.00011,262144,1
D2H-Pinned,2.51335,0.00021,524288,1
D2H-Pinned,2.73564,0.00038,1048576,1
D2H-Pinned,2.78012,0.00075,2097152,1
D2H-Pinned,2.88629,0.00145,4194304,1
D2H-Pinned,2.92119,0.00287,8388608,1
D2H-Pinned,3.12501,0.00537,16777216,1
D2H-Pinned,2.89635,0.01159,33554432,1
D2H-Pinned,2.95641,0.02270,67108864,1
D2H-Pinned,2.82615,0.04749,134217728,1
D2H-Pinned,2.54370,0.10553,268435456,1
D2H-Pinned,2.20642,0.24332,536870912,1
D2H-Pinned,2.30140,0.46656,1073741824,1
D2H-Pinned,0.00295,0.00002,64,1
D2H-Pinned,0.00583,0.00002,128,1
D2H-Pinned,0.01165,0.00002,256,1
D2H-Pinned,0.02322,0.00002,512,1
D2H-Pinned,0.04727,0.00002,1024,1
D2H-Pinned,0.09026,0.00002,2048,1
D2H-Pinned,0.17725,0.00002,4096,1
D2H-Pinned,0.30074,0.00003,8192,1
D2H-Pinned,0.58880,0.00003,16384,1
D2H-Pinned,0.97689,0.00003,32768,1
D2H-Pinned,1.45011,0.00005,65536,1
D2H-Pinned,1.97440,0.00007,131072,1
D2H-Pinned,2.30232,0.00011,262144,1
D2H-Pinned,2.58808,0.00020,524288,1
D2H-Pinned,2.74322,0.00038,1048576,1
D2H-Pinned,2.85806,0.00073,2097152,1
D2H-Pinned,2.87960,0.00146,4194304,1
D2H-Pinned,2.91529,0.00288,8388608,1
D2H-Pinned,2.91804,0.00575,16777216,1
D2H-Pinned,3.00294,0.01117,33554432,1
D2H-Pinned,2.95198,0.02273,67108864,1
D2H-Pinned,2.73649,0.04905,134217728,1
D2H-Pinned,2.56528,0.10464,268435456,1
D2H-Pinned,2.39358,0.22430,536870912,1
D2H-Pinned,2.36561,0.45390,1073741824,1
D2H-Pinned,0.00294,0.00002,64,1
D2H-Pinned,0.00584,0.00002,128,1
D2H-Pinned,0.01194,0.00002,256,1
D2H-Pinned,0.02325,0.00002,512,1
D2H-Pinned,0.03621,0.00003,1024,1
D2H-Pinned,0.09341,0.00002,2048,1
D2H-Pinned,0.18033,0.00002,4096,1
D2H-Pinned,0.32567,0.00003,8192,1
D2H-Pinned,0.60751,0.00003,16384,1
D2H-Pinned,0.97065,0.00003,32768,1
D2H-Pinned,1.42421,0.00005,65536,1
D2H-Pinned,1.74293,0.00008,131072,1
D2H-Pinned,2.10208,0.00012,262144,1
D2H-Pinned,2.61385,0.00020,524288,1
D2H-Pinned,2.72697,0.00038,1048576,1
D2H-Pinned,2.91977,0.00072,2097152,1
D2H-Pinned,2.83559,0.00148,4194304,1
D2H-Pinned,2.84443,0.00295,8388608,1
D2H-Pinned,2.88470,0.00582,16777216,1
D2H-Pinned,2.93832,0.01142,33554432,1
D2H-Pinned,2.98276,0.02250,67108864,1
D2H-Pinned,2.63515,0.05093,134217728,1
D2H-Pinned,2.60262,0.10314,268435456,1
D2H-Pinned,2.40076,0.22363,536870912,1
D2H-Pinned,2.36667,0.45369,1073741824,1
D2H-Pinned,0.00301,0.00002,64,1
D2H-Pinned,0.00584,0.00002,128,1
D2H-Pinned,0.01206,0.00002,256,1
D2H-Pinned,0.02365,0.00002,512,1
D2H-Pinned,0.04560,0.00002,1024,1
D2H-Pinned,0.09648,0.00002,2048,1
D2H-Pinned,0.17405,0.00002,4096,1
D2H-Pinned,0.33045,0.00002,8192,1
D2H-Pinned,0.59121,0.00003,16384,1
D2H-Pinned,0.99096,0.00003,32768,1
D2H-Pinned,1.39251,0.00005,65536,1
D2H-Pinned,1.95414,0.00007,131072,1
D2H-Pinned,2.09509,0.00013,262144,1
D2H-Pinned,2.63843,0.00020,524288,1
D2H-Pinned,2.77024,0.00038,1048576,1
D2H-Pinned,2.82004,0.00074,2097152,1
D2H-Pinned,2.80310,0.00150,4194304,1
D2H-Pinned,2.82916,0.00297,8388608,1
D2H-Pinned,2.90457,0.00578,16777216,1
D2H-Pinned,2.89534,0.01159,33554432,1
D2H-Pinned,2.86316,0.02344,67108864,1
D2H-Pinned,2.93218,0.04577,134217728,1
D2H-Pinned,2.48786,0.10790,268435456,1
D2H-Pinned,2.22782,0.24099,536870912,1
D2H-Pinned,2.33674,0.45951,1073741824,1
