type,bw,lat,size,id
H2D-Paged,2.86819,0.01170,33554432,1
H2D-Paged,2.50383,0.02680,67108864,1
H2D-Paged,2.74655,0.04887,134217728,1
H2D-Paged,2.57099,0.10441,268435456,1
H2D-Paged,2.65436,0.20226,536870912,1
H2D-Paged,2.52555,0.42515,1073741824,1
H2D-Paged,0.00163,0.00004,64,1
H2D-Paged,0.00310,0.00004,128,1
H2D-Paged,0.00632,0.00004,256,1
H2D-Paged,0.01032,0.00005,512,1
H2D-Paged,0.02294,0.00004,1024,1
H2D-Paged,0.03964,0.00005,2048,1
H2D-Paged,0.07481,0.00005,4096,1
H2D-Paged,0.13994,0.00006,8192,1
H2D-Paged,0.23995,0.00007,16384,1
H2D-Paged,0.46691,0.00007,32768,1
H2D-Paged,0.60614,0.00011,65536,1
H2D-Paged,1.25464,0.00010,131072,1
H2D-Paged,1.61280,0.00016,262144,1
H2D-Paged,2.02530,0.00026,524288,1
H2D-Paged,2.22170,0.00047,1048576,1
H2D-Paged,2.45821,0.00085,2097152,1
H2D-Paged,2.53724,0.00165,4194304,1
H2D-Paged,2.59679,0.00323,8388608,1
H2D-Paged,2.61040,0.00643,16777216,1
H2D-Paged,2.62201,0.01280,33554432,1
H2D-Paged,2.58228,0.02599,67108864,1
H2D-Paged,2.60066,0.05161,134217728,1
H2D-Paged,2.58811,0.10372,268435456,1
H2D-Paged,2.54908,0.21061,536870912,1
H2D-Paged,2.51366,0.42716,1073741824,1
H2D-Paged,0.00177,0.00004,64,1
H2D-Paged,0.00316,0.00004,128,1
H2D-Paged,0.00639,0.00004,256,1
H2D-Paged,0.01207,0.00004,512,1
H2D-Paged,0.02338,0.00004,1024,1
H2D-Paged,0.04352,0.00005,2048,1
H2D-Paged,0.08782,0.00005,4096,1
H2D-Paged,0.17937,0.00005,8192,1
H2D-Paged,0.22410,0.00007,16384,1
H2D-Paged,0.43442,0.00008,32768,1
H2D-Paged,0.59796,0.00011,65536,1
H2D-Paged,1.17722,0.00011,131072,1
H2D-Paged,1.71718,0.00015,262144,1
H2D-Paged,2.00454,0.00026,524288,1
H2D-Paged,2.30365,0.00046,1048576,1
