size,bw
64,0.001366
128,0.002758
256,0.005464999999999999
512,0.010683000000000002
1024,0.021567999999999997
2048,0.042107
4096,0.081179
8192,0.154803
16384,0.289897
32768,0.486613
65536,0.7809039999999999
131072,1.0896329999999999
262144,1.4503350000000002
524288,1.89197
1048576,2.177545
2097152,2.3172249999999996
4194304,2.560593
8388608,2.657324
16777216,2.726603
33554432,2.652613
67108864,2.5956520000000003
134217728,2.52843
268435456,2.462312
536870912,2.386092
1073741824,2.378088
