size,bw
64,0.001737
128,0.003318
256,0.006580999999999999
512,0.01273
1024,0.025327
2048,0.045188
4096,0.08729
8192,0.172914
16384,0.289874
32768,0.455928
65536,0.685588
131072,1.334345
262144,1.7673729999999999
524288,2.161591
1048576,2.365323
2097152,2.53265
4194304,2.6101400000000003
8388608,2.706385
16777216,2.660676
33554432,2.7354410000000002
67108864,2.6706469999999998
134217728,2.714672
268435456,2.58778
536870912,2.63138
1073741824,2.566389
