type,bw,lat,size,id
H2D-Pinned,39.82305,0.00003,1048576,1
H2D-Pinned,41.39804,0.00005,2097152,1
H2D-Pinned,42.27024,0.00010,4194304,1
H2D-Pinned,42.65591,0.00020,8388608,1
H2D-Pinned,42.87946,0.00039,16777216,1
H2D-Pinned,42.98315,0.00078,33554432,1
H2D-Pinned,43.03627,0.00156,67108864,1
H2D-Pinned,43.06402,0.00312,134217728,1
H2D-Pinned,43.07611,0.00623,268435456,1
H2D-Pinned,43.08365,0.01246,536870912,1
H2D-Pinned,43.08730,0.02492,1073741824,1
H2D-Pinned,0.03190,0.00000,64,1
H2D-Pinned,0.06378,0.00000,128,1
H2D-Pinned,0.12206,0.00000,256,1
H2D-Pinned,0.25012,0.00000,512,1
H2D-Pinned,0.51530,0.00000,1024,1
H2D-Pinned,1.00661,0.00000,2048,1
H2D-Pinned,1.95241,0.00000,4096,1
H2D-Pinned,3.97454,0.00000,8192,1
H2D-Pinned,6.20305,0.00000,16384,1
H2D-Pinned,11.62844,0.00000,32768,1
H2D-Pinned,18.49711,0.00000,65536,1
H2D-Pinned,27.19968,0.00000,131072,1
H2D-Pinned,33.64133,0.00001,262144,1
H2D-Pinned,37.87157,0.00001,524288,1
H2D-Pinned,39.77713,0.00003,1048576,1
H2D-Pinned,41.43626,0.00005,2097152,1
H2D-Pinned,42.26357,0.00010,4194304,1
H2D-Pinned,42.65820,0.00020,8388608,1
H2D-Pinned,42.88223,0.00039,16777216,1
H2D-Pinned,42.98403,0.00078,33554432,1
H2D-Pinned,43.03574,0.00156,67108864,1
H2D-Pinned,43.06343,0.00312,134217728,1
H2D-Pinned,43.07646,0.00623,268435456,1
H2D-Pinned,43.08333,0.01246,536870912,1
H2D-Pinned,43.08702,0.02492,1073741824,1
