size,bw
64,0.031168
128,0.06274199999999999
256,0.12787500000000002
512,0.253384
1024,0.505533
2048,1.0118639999999999
4096,1.971333
8192,3.806779
16384,6.780616
32768,11.760116
65536,18.676239000000002
131072,27.361097
262144,33.313256
524288,37.773004
1048576,39.909677
2097152,41.496632999999996
4194304,42.310299
8388608,42.682515
16777216,42.884821
33554432,42.983787
67108864,43.037353
134217728,43.063438
268435456,43.076461
536870912,43.083469
1073741824,43.087108
