type,bw,lat,size,id
D2D,107.11998,0.00000,262144,1
D2D,216.17627,0.00000,524288,1
D2D,439.01395,0.00000,1048576,1
D2D,875.09680,0.00000,2097152,1
D2D,1638.19531,0.00000,4194304,1
D2D,3087.67969,0.00000,8388608,1
D2D,3911.42969,0.00000,16777216,1
D2D,2443.94824,0.00001,33554432,1
D2D,2642.99707,0.00003,67108864,1
D2D,2765.59692,0.00005,134217728,1
D2D,2828.97632,0.00009,268435456,1
D2D,2836.92212,0.00019,536870912,1
D2D,2864.92261,0.00037,1073741824,1
D2D,0.02520,0.00000,64,1
D2D,0.05251,0.00000,128,1
D2D,0.10448,0.00000,256,1
D2D,0.20948,0.00000,512,1
D2D,0.41857,0.00000,1024,1
D2D,0.82602,0.00000,2048,1
D2D,1.59980,0.00000,4096,1
D2D,3.40811,0.00000,8192,1
D2D,6.59539,0.00000,16384,1
D2D,13.16618,0.00000,32768,1
D2D,27.09532,0.00000,65536,1
D2D,53.23283,0.00000,131072,1
D2D,100.96130,0.00000,262144,1
D2D,213.36111,0.00000,524288,1
D2D,430.84610,0.00000,1048576,1
D2D,839.34430,0.00000,2097152,1
D2D,1734.67444,0.00000,4194304,1
D2D,3077.16870,0.00000,8388608,1
D2D,3901.38770,0.00000,16777216,1
D2D,2447.51367,0.00001,33554432,1
D2D,2646.58252,0.00003,67108864,1
D2D,2761.49976,0.00005,134217728,1
D2D,2827.78906,0.00009,268435456,1
D2D,2835.90771,0.00019,536870912,1
D2D,2865.45117,0.00037,1073741824,1
D2D,0.02467,0.00000,64,1
D2D,0.05129,0.00000,128,1
D2D,0.10396,0.00000,256,1
D2D,0.21028,0.00000,512,1
D2D,0.40547,0.00000,1024,1
D2D,0.78240,0.00000,2048,1
D2D,1.64124,0.00000,4096,1
D2D,3.29345,0.00000,8192,1
D2D,6.75818,0.00000,16384,1
D2D,12.69526,0.00000,32768,1
D2D,25.62883,0.00000,65536,1
D2D,53.49004,0.00000,131072,1
D2D,108.13808,0.00000,262144,1
D2D,213.86243,0.00000,524288,1
D2D,424.23615,0.00000,1048576,1
D2D,867.85406,0.00000,2097152,1
D2D,1751.47998,0.00000,4194304,1
D2D,3194.73511,0.00000,8388608,1
D2D,3879.44800,0.00000,16777216,1
D2D,2453.23999,0.00001,33554432,1
D2D,2649.57520,0.00003,67108864,1
