API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
216251520,163724068,,,379970735,819208007,982927222,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
379978040,7617,379985657,819194269,1199179926,819207848,1638409734,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
379986067,5882,379991949,1638396913,2018388862,819207965,2457610760,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
379992201,4518,379996719,2457601260,2837597979,819207902,3276813680,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
379996983,5452,380002435,3276804534,3656806969,819207964,4096017950,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380002675,4637,380007312,4096008933,4476016245,819207740,4915221310,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380007552,5056,380012608,4915212817,5295225425,819207612,5734425485,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380012887,4698,380017585,5734416668,6114434253,819207832,6553629198,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380017841,4911,380022752,6553620709,6933643461,819207672,7372833292,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380022972,4877,380027849,7372824660,7752852509,819207683,8192037220,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380028070,5823,380033893,8192027419,8572061312,819207946,9011241188,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380034185,4851,380039036,9011231374,9391270410,819207912,9830444137,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380039317,4984,380044301,9830435429,10210479730,819207653,10649648066,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380044643,5086,380049729,10649638742,11029688471,819207973,11468851801,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380049985,4836,380054821,11468842807,11848897628,819207889,12288055532,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
380055039,6066,380061105,12288045852,12668106957,819207640,13107259558,2876,2876,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
