API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
202747622,167641947,,,370384484,819215911,986852773,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370391977,7379,370399356,819202415,1189601771,819215366,1638425160,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370399895,5558,370405453,1638412772,2008818225,819215659,2457633989,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370405714,4328,370410042,2457625218,2828035260,819215369,3276844915,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370410297,5420,370415717,3276836000,3647251717,819215657,4096057077,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370415947,4783,370420730,4096047732,4466468462,819215654,4915268169,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370420962,5085,370426047,4915259509,5285685556,819215303,5734479897,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370426330,4491,370430821,5734471190,6104902011,819215586,6553691267,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370431054,4862,370435916,6553682833,6924118749,819215587,7372903282,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370436150,4936,370441086,7372894658,7743335744,819215334,8192114928,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370441318,5532,370446850,8192105604,8562552454,819215369,9011326505,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370447080,4539,370451619,9011317260,9381768879,819215688,9830537487,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370452168,4897,370457065,9830528558,10200985623,819215684,10649749139,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370457429,5304,370462733,10649739662,11020202395,819215651,11468960617,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370463013,4724,370467737,11468951749,11839419486,819215309,12288171782,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
370467969,5855,370473824,12288162187,12658636011,819215535,13107383577,3918,3918,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
