API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
286250565,1117373308,1403623873,2049,1403625922,204804997,1322180354,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403626929,17510,1403644439,204787728,1608432167,204804646,409609884,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403645027,17660,1403662687,409575438,1813238125,204804582,614397680,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403663098,10089,1403673187,614370832,2018044019,204804580,819185501,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403673633,11470,1403685103,819164840,2222849943,204804548,1023980858,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403685482,10244,1403695726,1023960045,2427655771,204804611,1228774900,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403696119,13376,1403709495,1228752135,2632461630,204804644,1433570155,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403709887,9889,1403719776,1433547874,2837267650,204804516,1638362279,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403720127,10201,1403730328,1638343374,3042073702,204804355,1843157930,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403730683,9847,1403740530,1843139063,3246879593,204804356,2047953266,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403740901,9870,1403750771,2047934714,3451685485,204804356,2252748940,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403751124,14196,1403765320,2252725993,3656491313,204804420,2457544609,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403765781,9717,1403775498,2457521803,3861297301,204804323,2662335843,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403775860,9952,1403785812,2662317316,4066103128,204804391,2867131659,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403786186,9882,1403796068,2867112955,4270909023,204804390,3071927227,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403796438,10086,1403806524,3071908361,4475714885,204804422,3276722869,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403806888,9959,1403816847,3276703868,4680520715,204804487,3481518314,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403817224,9961,1403827185,3481499553,4885326738,204804358,3686313872,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403827578,9822,1403837400,3686295104,5090132504,204804487,3891109413,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
1403837817,9906,1403847723,3891090740,5294938463,204804422,4095905068,3595,3595,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
