API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
204264528,164914369,,,369175843,409608699,574520014,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369181666,9370,369191036,409594914,778785950,409609053,819213337,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369191570,4982,369196552,819199827,1188396379,409609084,1228813893,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369196825,5033,369201858,1228804693,1598006551,409609372,1638419098,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369202141,5479,369207620,1638409455,2007617075,409609314,2048024248,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369207865,4169,369212034,2048015731,2417227765,409609089,2457628989,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369212332,6261,369218593,2457619701,2826838294,409609026,2867234988,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369218859,4005,369222864,2867225832,3236448696,409609090,3276838927,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369223149,4776,369227925,3276831237,3646059162,409609090,3686445103,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369228212,5759,369233971,3686435401,4055669372,409609346,4096050506,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369234218,4959,369239177,4096040661,4465279838,409609346,4505654966,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369239423,5501,369244924,4505645636,4874890560,409609090,4915260227,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369245325,4779,369250104,4915250922,5284501026,409609091,5324864792,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369250459,4616,369255075,5324856098,5694111173,409609410,5734470124,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369255324,17792,369273116,5734448682,6103721798,409609251,6144075725,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369273542,5781,369279323,6144053166,6513332489,409609027,6553667974,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369279568,6019,369285587,6553657145,6922942732,409609250,6963272414,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369285935,4215,369290150,6963263016,7332553166,409609283,7372876514,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369290511,4606,369295117,7372868740,7742163857,409609061,7782482407,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369295405,5869,369301274,7782473052,8151774326,409609074,8192087995,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369301544,4982,369306526,8192077994,8561384520,409609361,8601692337,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369306777,4926,369311703,8601683266,8970994969,409609394,9011297586,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369311957,4590,369316547,9011289257,9380605804,409609041,9420902888,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369316799,4104,369320903,9420895318,9790216221,409609104,9830508526,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369321153,5164,369326317,9830500384,10199826701,409609102,10240114650,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369326633,5063,369331696,10240105515,10609437211,409609071,10649719649,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369331977,5146,369337123,10649710279,11019047402,409609358,11059324783,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369337440,4887,369342327,11059315809,11428658136,409609102,11468929798,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369342660,4390,369347050,11468921276,11838268326,409609395,11878535061,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369347426,5441,369352867,11878526230,12247879097,409609110,12288140781,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369353276,5233,369358509,12288131138,12657489647,409609048,12697745419,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
369358757,4938,369363695,12697736376,13067100071,409609110,13107350424,2420,2420,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
