API Start (ns),API Dur (ns),Queue Start (ns),Queue Dur (ns),Kernel Start (ns),Kernel Dur (ns),Total Dur (ns),PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
194963518,169475830,,,364434281,819216885,988687648,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364442089,9034,364451123,819201259,1183652382,819217333,1638427626,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364451517,5631,364457148,1638413976,2002871124,819217126,2457636733,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364457437,4480,364461917,2457627709,2822089626,819217157,3276849346,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364462199,5189,364467388,3276840803,3641308191,819217137,4096063129,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364467678,4729,364472407,4096054009,4460526416,819217467,4915276205,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364472645,5059,364477704,4915267331,5279745035,819217403,5734489793,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364489593,6685,364496278,5734467600,6098963878,819217136,6553691421,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364496553,4821,364501374,6553681016,6918182390,819217200,7372903037,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364501612,5224,364506836,7372894131,7737400967,819217199,8192116554,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364507118,5680,364512798,8192106520,8556619318,819217422,9011329622,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364513076,4752,364517828,9011320000,9375837828,819217491,9830542243,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364518198,5032,364523230,9830533209,10195056439,819217483,10649755724,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364523703,5443,364529146,10649746184,11014275330,819217196,11468968823,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364529384,4821,364534205,11468959505,11833493710,819217423,12288181749,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
364534444,5963,364540407,12288172166,12652712573,819217169,13107395298,2355,2355,0,cudaLaunchKernel,  32    1    1,   1    1    1,foo()
