Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
50.9,666074,127,5244.7,5248.0,4832,5600,136.6,"needle_cuda_shared_2(int *, int *, int, int, int, int)"
49.1,643160,128,5024.7,5024.0,4800,5408,68.7,"needle_cuda_shared_1(int *, int *, int, int, int, int)"
