Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
95.8,1135485832,13,87345064.0,4732.0,2994,1135427744,314909653.6,cudaMalloc
4.0,47353055,36,1315362.6,11914.0,10222,46758751,7790307.4,cudaLaunchKernel
0.2,1812461,1,1812461.0,1812461.0,1812461,1812461,0.0,cudaThreadSynchronize
0.0,427252,9,47472.4,34229.0,29085,148819,38399.6,cudaMemcpy
0.0,255892,13,19684.0,4206.0,3259,194388,52539.9,cudaFree
0.0,46828,1,46828.0,46828.0,46828,46828,0.0,cudaMemset
0.0,5350,1,5350.0,5350.0,5350,5350,0.0,cuModuleGetLoadingMode
