Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
51.4,691533,127,5445.1,5441.0,4929,5664,124.6,"needle_cuda_shared_2(int *, int *, int, int, int, int)"
48.6,653936,128,5108.9,5088.0,4960,5536,109.7,"needle_cuda_shared_1(int *, int *, int, int, int, int)"
