Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
79.2,191138428,5,38227685.6,6627168.0,6514859,164760548,70734036.2,cudaMallocHost
14.9,36028107,1500,24018.7,24050.0,2657,49675,3575.6,cudaDeviceSynchronize
4.3,10342994,1500,6895.3,4814.0,3568,2722430,70202.4,cudaLaunchKernel
0.7,1704405,5,340881.0,406175.0,37871,445533,170222.8,cudaMemcpy
0.6,1460750,1,1460750.0,1460750.0,1460750,1460750,0.0,cudaGetDeviceProperties_v2_v12000
0.1,322850,4,80712.5,80029.5,58932,103859,20606.3,cudaMalloc
0.1,314803,9,34978.1,4615.0,385,126397,44980.4,cudaFree
0.0,3806,1,3806.0,3806.0,3806,3806,0.0,cuModuleGetLoadingMode
