Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,51734673,254,203679.8,241464.5,1984,912997,143432.9,"convolution3D_kernel(float *, float *, int)"
