Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
99.1,73927336,128,577557.3,5120.0,4896,3261309,926818.8,"needle_cuda_shared_1(int *, int *, int, int, int, int)"
0.9,673362,127,5302.1,5281.0,4992,5601,120.8,"needle_cuda_shared_2(int *, int *, int, int, int, int)"
