Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,51848812,1611,32184.2,32097.0,30945,34145,612.6,"kernel_compute_cost(int, int, long, Point *, int, int, float *, float *, int *, bool *)"
