Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
51.5,175041012,1,175041012.0,175041012.0,175041012,175041012,0.0,"genScoreKernel(int, float *, int *, float *)"
48.5,164714464,4500,36603.2,33953.0,4671,81570,16576.4,"computeKernel(int, int, float *, bool *, int, int, float *, int *)"
