Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
79.8,4666672439,1500,3111115.0,41771.5,14308,3423383002,93472164.2,cudaDeviceSynchronize
19.7,1153867517,4,288466879.3,39555.5,34462,1153753944,576858043.2,cudaMallocManaged
0.3,18387073,1500,12258.0,11126.5,10565,400510,11142.6,cudaLaunchKernel
0.1,7982186,1,7982186.0,7982186.0,7982186,7982186,0.0,cudaGetDeviceProperties_v2_v12000
0.1,3076112,4,769028.0,890852.5,345493,948914,284839.5,cudaFree
0.0,5668,1,5668.0,5668.0,5668,5668,0.0,cuModuleGetLoadingMode
