Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
91.7,12967876067,1,12967876067.0,12967876067.0,12967876067,12967876067,0.0,cudaDeviceSynchronize
8.2,1160213520,2,580106760.0,580106760.0,43586,1160169934,820333207.7,cudaMallocManaged
0.1,7988650,2,3994325.0,3994325.0,3970756,4017894,33331.6,cudaFree
0.0,5910741,1,5910741.0,5910741.0,5910741,5910741,0.0,cudaGetDeviceProperties_v2_v12000
0.0,3435693,254,13526.4,11457.0,10456,411067,25308.3,cudaLaunchKernel
0.0,4914,1,4914.0,4914.0,4914,4914,0.0,cuModuleGetLoadingMode
