Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
74.0,3431798707,500,6863597.4,16896.0,16704,3423350954,153096151.8,"fdtd_step1_kernel(float *, float *, float *, float *, int)"
25.7,1190106429,500,2380212.9,20799.5,20383,1179716812,52757608.6,"fdtd_step2_kernel(float *, float *, float *, int)"
0.3,14684667,500,29369.3,22367.5,21823,3528046,156779.4,"fdtd_step3_kernel(float *, float *, float *, int)"
