Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,3496442008,5,699288401.6,580892134.0,541006556,1103454116,235929317.9,"dynproc_kernel(int, int *, int *, int *, int, int, int, int)"
