Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
95.0,22366233187,1,22366233187.0,22366233187.0,22366233187,22366233187,0.0,cudaDeviceSynchronize
5.0,1180976261,10,118097626.1,16012.0,4811,1180804812,373397244.0,cudaMallocManaged
0.0,6377188,500,12754.4,11042.5,9930,395971,18079.7,cudaLaunchKernel
0.0,1893104,10,189310.4,76355.0,9258,644971,224417.3,cudaFree
0.0,6314,1,6314.0,6314.0,6314,6314,0.0,cuModuleGetLoadingMode
