Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,58020072624,1611,36014942.7,32318.0,31103,14049493005,352414076.6,"kernel_compute_cost(int, int, long, Point *, int, int, float *, float *, int *, bool *)"
