Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
93.7,1157907411,2,578953705.5,578953705.5,53645,1157853766,818688316.8,cudaMallocManaged
6.0,73706904,2,36853452.0,36853452.0,860425,72846479,50901826.9,cudaFree
0.3,3567576,255,13990.5,10672.0,9959,552620,34388.6,cudaLaunchKernel
0.0,5244,1,5244.0,5244.0,5244,5244,0.0,cuModuleGetLoadingMode
