Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
88.0,1651739013,6144,268837.7,26297.0,2596,4844817,362211.9,cudaDeviceSynchronize
10.2,190923106,3,63641035.3,73608.0,37993,190811505,110132858.8,cudaMallocManaged
1.7,31971461,6144,5203.7,4737.0,3404,343109,4713.7,cudaLaunchKernel
0.1,1448138,1,1448138.0,1448138.0,1448138,1448138,0.0,cudaGetDeviceProperties_v2_v12000
0.0,749938,3,249979.3,171497.0,168248,410193,138758.6,cudaFree
0.0,4895,1,4895.0,4895.0,4895,4895,0.0,cuModuleGetLoadingMode
