Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
80.6,251764067476,3222,78139065.0,64283851.0,6319263,1094231640,97617243.3,cudaMemset
18.6,58051779125,1611,36034623.9,49984.0,20523,14049575162,352415935.0,cudaDeviceSynchronize
0.4,1188323255,1616,735348.5,8392.5,5793,1159720619,28848692.8,cudaMallocManaged
0.2,682590239,22554,30264.7,27091.5,22533,497955,10316.3,cudaEventRecord
0.1,263383162,1615,163085.5,41102.0,15784,3443981,195802.4,cudaFree
0.1,229652262,11277,20364.7,20006.0,2394,87662,4086.5,cudaEventSynchronize
0.0,70063287,3222,21745.3,20280.5,17207,1054933,19256.6,cudaEventCreate
0.0,31972584,1611,19846.4,18093.0,15979,370053,10385.2,cudaLaunchKernel
0.0,5344,1,5344.0,5344.0,5344,5344,0.0,cuModuleGetLoadingMode
