Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
93.9,1167091523,3,389030507.7,3947157.0,3897421,1159246945,667027001.6,cudaMallocHost
4.1,51362057,255,201419.8,11876.0,10727,47977598,3003649.6,cudaLaunchKernel
1.7,21024462,3,7008154.0,6076131.0,5975892,8972439,1701858.9,cudaMemcpy
0.2,3009756,5,601951.2,830834.0,114854,935226,383825.0,cudaFree
0.0,253933,2,126966.5,126966.5,80734,173199,65382.6,cudaMalloc
0.0,5613,1,5613.0,5613.0,5613,5613,0.0,cuModuleGetLoadingMode
