Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
86.3,189241766,3,63080588.7,6619468.0,6611447,176010851,97800476.1,cudaMallocHost
12.9,28183588,255,110523.9,4979.0,3553,26781955,1676810.3,cudaLaunchKernel
0.7,1428670,3,476223.3,459439.0,402278,566953,83610.7,cudaMemcpy
0.1,211973,5,42394.6,1007.0,365,147365,64572.8,cudaFree
0.1,208673,2,104336.5,104336.5,63175,145498,58211.2,cudaMalloc
0.0,4755,1,4755.0,4755.0,4755,4755,0.0,cuModuleGetLoadingMode
