base_64_fp32_gmean,base_64_fp32_min,base_64_fp32_max,base_64_amp_gmean,base_64_amp_min,base_64_amp_max,base_512_fp32_gmean,base_512_fp32_min,base_512_fp32_max,base_512_amp_gmean,base_512_amp_min,base_512_amp_max,base_1024_fp32_gmean,base_1024_fp32_min,base_1024_fp32_max,base_1024_amp_gmean,base_1024_amp_min,base_1024_amp_max,base_1024_fp16_gmean,base_1024_fp16_min,base_1024_fp16_max,cc_64_fp32_gmean,cc_64_fp32_min,cc_64_fp32_max,cc_64_amp_gmean,cc_64_amp_min,cc_64_amp_max,cc_512_fp32_gmean,cc_512_fp32_min,cc_512_fp32_max,cc_512_amp_gmean,cc_512_amp_min,cc_512_amp_max,cc_1024_fp32_gmean,cc_1024_fp32_min,cc_1024_fp32_max,cc_1024_amp_gmean,cc_1024_amp_min,cc_1024_amp_max,cc_1024_fp16_gmean,cc_1024_fp16_min,cc_1024_fp16_max
1.0,1.0,1.0,0.8912562475804126,0.8020168529783163,1.0777575454655193,1.0,1.0,1.0,1.1498979031444343,0.984462780329075,1.4443347091824739,1.0,1.0,1.0,1.1862950690725442,0.988334915597186,1.4642477401343674,1.1890310035734764,0.9698906737956033,1.478785802810992,0.7593904801032312,0.6412409784145577,0.8255098253508854,0.6498936454161176,0.5023549904660304,0.8030258901025614,0.9369124020702801,0.8659299221478782,0.9697611012550624,1.0406073608044046,0.7733637963844125,1.4118367228317152,0.9368950867624526,0.9186715783128315,0.9656639938415688,1.1181099877898912,0.915345331153023,1.4079445778159028,1.121342739155338,0.9034551689662262,1.3982044103150342
