base_64_fp32_gmean,base_64_fp32_min,base_64_fp32_max,base_64_amp_gmean,base_64_amp_min,base_64_amp_max,base_512_fp32_gmean,base_512_fp32_min,base_512_fp32_max,base_512_amp_gmean,base_512_amp_min,base_512_amp_max,base_1024_fp32_gmean,base_1024_fp32_min,base_1024_fp32_max,base_1024_amp_gmean,base_1024_amp_min,base_1024_amp_max,base_1024_fp16_gmean,base_1024_fp16_min,base_1024_fp16_max,cc_64_fp32_gmean,cc_64_fp32_min,cc_64_fp32_max,cc_64_amp_gmean,cc_64_amp_min,cc_64_amp_max,cc_512_fp32_gmean,cc_512_fp32_min,cc_512_fp32_max,cc_512_amp_gmean,cc_512_amp_min,cc_512_amp_max,cc_1024_fp32_gmean,cc_1024_fp32_min,cc_1024_fp32_max,cc_1024_amp_gmean,cc_1024_amp_min,cc_1024_amp_max,cc_1024_fp16_gmean,cc_1024_fp16_min,cc_1024_fp16_max
1.0,1.0,1.0,1.1096855920372959,0.9342892931389893,1.220931856261989,1.0,1.0,1.0,0.8902043405853577,0.735809402436634,1.0148826721178463,1.0,1.0,1.0,0.8721831583870161,0.7292981193610596,1.015040106397212,0.7732170635768194,0.5973810617080926,0.9905963831961035,1.3107096866907517,1.2091462517925575,1.5341477570343258,1.5094207384330287,1.2403435662093667,1.9200038182890662,1.0581873757767866,1.028948048525771,1.1123914065246838,0.9654632158937492,0.7537586516778725,1.2133444545775722,1.066920360673408,1.0340736565396826,1.1032397304056312,0.9224396081007334,0.7567852148888585,1.0991214101883573,0.8233082405618428,0.6391135460599235,1.0501615948800378
